,airport1,start_lat,start_lon,airport2,end_lat,end_lon,airline
899,George Bush Intercontinental,-95.341442,29.984433000000003,Miami Intl,-80.29055600000001,25.79325,American Airlines
900,George Bush Intercontinental,-95.341442,29.984433000000003,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
901,George Bush Intercontinental,-95.341442,29.984433000000003,Philadelphia Intl,-75.241139,39.871944,American Airlines
902,George Bush Intercontinental,-95.341442,29.984433000000003,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
903,Incheon Intl,126.45051699999999,37.469075,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
904,Incheon Intl,126.45051699999999,37.469075,Narita Intl,140.38638899999998,35.764722,American Airlines
905,Wichita Mid Continent,-97.43305600000001,37.649944,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
906,Wichita Mid Continent,-97.43305600000001,37.649944,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
907,Wilmington Intl,-77.902569,34.270615,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
908,Wilmington Intl,-77.902569,34.270615,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
909,Wilmington Intl,-77.902569,34.270615,La Guardia,-73.872608,40.777245,American Airlines
910,Wilmington Intl,-77.902569,34.270615,Philadelphia Intl,-75.241139,39.871944,American Airlines
911,Indianapolis Intl,-86.294383,39.717331,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
912,Indianapolis Intl,-86.294383,39.717331,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
913,Indianapolis Intl,-86.294383,39.717331,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
914,Indianapolis Intl,-86.294383,39.717331,John F Kennedy Intl,-73.778925,40.639751000000004,American Airlines
915,Indianapolis Intl,-86.294383,39.717331,Los Angeles Intl,-118.408075,33.942536,American Airlines
916,Indianapolis Intl,-86.294383,39.717331,Miami Intl,-80.29055600000001,25.79325,American Airlines
917,Indianapolis Intl,-86.294383,39.717331,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
918,Indianapolis Intl,-86.294383,39.717331,Philadelphia Intl,-75.241139,39.871944,American Airlines
919,Indianapolis Intl,-86.294383,39.717331,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
920,Williamsport Rgnl,-76.921094,41.241836,Philadelphia Intl,-75.241139,39.871944,American Airlines
921,Chaklala,73.099233,33.616653,Abu Dhabi Intl,54.651138,24.432972,American Airlines
922,Long Island Mac Arthur,-73.100222,40.79525,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
923,Long Island Mac Arthur,-73.100222,40.79525,Philadelphia Intl,-75.241139,39.871944,American Airlines
924,Ataturk,28.814606,40.976921999999995,Heathrow,-0.46138900000000005,51.4775,American Airlines
925,Ithaca Tompkins Rgnl,-76.458444,42.491028,Philadelphia Intl,-75.241139,39.871944,American Airlines
926,Osaka Intl,135.438222,34.785528,Narita Intl,140.38638899999998,35.764722,American Airlines
927,Jackson Evers Intl,-90.075889,32.311167,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
928,Jackson Evers Intl,-90.075889,32.311167,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
929,Jackson Evers Intl,-90.075889,32.311167,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
930,Jacksonville Intl,-81.687861,30.494056,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
931,Jacksonville Intl,-81.687861,30.494056,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
932,Jacksonville Intl,-81.687861,30.494056,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
933,Jacksonville Intl,-81.687861,30.494056,Miami Intl,-80.29055600000001,25.79325,American Airlines
934,Jacksonville Intl,-81.687861,30.494056,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
935,Jacksonville Intl,-81.687861,30.494056,Philadelphia Intl,-75.241139,39.871944,American Airlines
936,John F Kennedy Intl,-73.778925,40.639751000000004,Queen Alia Intl,35.993214,31.722556,American Airlines
937,John F Kennedy Intl,-73.778925,40.639751000000004,V C Bird Intl,-61.792667,17.136749,American Airlines
938,John F Kennedy Intl,-73.778925,40.639751000000004,Abu Dhabi Intl,54.651138,24.432972,American Airlines
939,John F Kennedy Intl,-73.778925,40.639751000000004,Austin Bergstrom Intl,-97.669889,30.194528000000002,American Airlines
940,John F Kennedy Intl,-73.778925,40.639751000000004,Barcelona,2.078464,41.297078000000006,American Airlines
941,John F Kennedy Intl,-73.778925,40.639751000000004,Bermuda Intl,-64.678703,32.364042,American Airlines
942,John F Kennedy Intl,-73.778925,40.639751000000004,Nashville Intl,-86.67819399999999,36.124472,American Airlines
943,John F Kennedy Intl,-73.778925,40.639751000000004,General Edward Lawrence Logan Intl,-71.00518100000001,42.364346999999995,American Airlines
944,John F Kennedy Intl,-73.778925,40.639751000000004,Baltimore Washington Intl,-76.66833299999999,39.175360999999995,American Airlines
945,John F Kennedy Intl,-73.778925,40.639751000000004,Simon Bolivar Intl,-66.990583,10.603117,American Airlines
946,John F Kennedy Intl,-73.778925,40.639751000000004,Charles De Gaulle,2.55,49.012778999999995,American Airlines
947,John F Kennedy Intl,-73.778925,40.639751000000004,Cleveland Hopkins Intl,-81.84979399999999,41.411689,American Airlines
948,John F Kennedy Intl,-73.778925,40.639751000000004,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
949,John F Kennedy Intl,-73.778925,40.639751000000004,Port Columbus Intl,-82.891889,39.997972,American Airlines
950,John F Kennedy Intl,-73.778925,40.639751000000004,Cancun Intl,-86.877083,21.036528,American Airlines
951,John F Kennedy Intl,-73.778925,40.639751000000004,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,American Airlines
952,John F Kennedy Intl,-73.778925,40.639751000000004,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
953,John F Kennedy Intl,-73.778925,40.639751000000004,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
954,John F Kennedy Intl,-73.778925,40.639751000000004,Doha Intl,51.565056,25.261125,American Airlines
955,John F Kennedy Intl,-73.778925,40.639751000000004,Dublin,-6.270075,53.421333,American Airlines
956,John F Kennedy Intl,-73.778925,40.639751000000004,Dusseldorf,6.766775,51.289453,American Airlines
957,John F Kennedy Intl,-73.778925,40.639751000000004,Ministro Pistarini,-58.535833,-34.822222,American Airlines
958,John F Kennedy Intl,-73.778925,40.639751000000004,Fiumicino,12.250797,41.804475,American Airlines
959,John F Kennedy Intl,-73.778925,40.639751000000004,Galeao Antonio Carlos Jobim,-43.243646999999996,-22.808903,American Airlines
960,John F Kennedy Intl,-73.778925,40.639751000000004,Guarulhos Gov Andre Franco Montouro,-46.469511,-23.432075,American Airlines
961,John F Kennedy Intl,-73.778925,40.639751000000004,Jose Joaquin De Olmedo Intl,-79.883558,-2.157419,American Airlines
962,John F Kennedy Intl,-73.778925,40.639751000000004,Helsinki Vantaa,24.963333,60.317221999999994,American Airlines
963,John F Kennedy Intl,-73.778925,40.639751000000004,Hong Kong Intl,113.914603,22.308919,American Airlines
964,John F Kennedy Intl,-73.778925,40.639751000000004,Indianapolis Intl,-86.294383,39.717331,American Airlines
965,John F Kennedy Intl,-73.778925,40.639751000000004,Mc Carran Intl,-115.15225,36.080056,American Airlines
966,John F Kennedy Intl,-73.778925,40.639751000000004,Los Angeles Intl,-118.408075,33.942536,American Airlines
967,John F Kennedy Intl,-73.778925,40.639751000000004,City,0.055277999999999994,51.505278000000004,American Airlines
968,John F Kennedy Intl,-73.778925,40.639751000000004,Heathrow,-0.46138900000000005,51.4775,American Airlines
969,John F Kennedy Intl,-73.778925,40.639751000000004,Jorge Chavez Intl,-77.114319,-12.021889,American Airlines
970,John F Kennedy Intl,-73.778925,40.639751000000004,Barajas,-3.566764,40.493556,American Airlines
971,John F Kennedy Intl,-73.778925,40.639751000000004,Manchester,-2.27495,53.35374399999999,American Airlines
972,John F Kennedy Intl,-73.778925,40.639751000000004,Orlando Intl,-81.308994,28.429394,American Airlines
973,John F Kennedy Intl,-73.778925,40.639751000000004,Miami Intl,-80.29055600000001,25.79325,American Airlines
974,John F Kennedy Intl,-73.778925,40.639751000000004,Malpensa,8.728111,45.630606,American Airlines
975,John F Kennedy Intl,-73.778925,40.639751000000004,Narita Intl,140.38638899999998,35.764722,American Airlines
976,John F Kennedy Intl,-73.778925,40.639751000000004,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
977,John F Kennedy Intl,-73.778925,40.639751000000004,Norfolk Intl,-76.201222,36.894611,American Airlines
978,John F Kennedy Intl,-73.778925,40.639751000000004,Orly,2.359444,48.725278,American Airlines
979,John F Kennedy Intl,-73.778925,40.639751000000004,Toussaint Louverture Intl,-72.292542,18.58005,American Airlines
980,John F Kennedy Intl,-73.778925,40.639751000000004,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
981,John F Kennedy Intl,-73.778925,40.639751000000004,Pittsburgh Intl,-80.232872,40.491467,American Airlines
982,John F Kennedy Intl,-73.778925,40.639751000000004,Raleigh Durham Intl,-78.787472,35.877639,American Airlines
983,John F Kennedy Intl,-73.778925,40.639751000000004,San Diego Intl,-117.18966699999999,32.733556,American Airlines
984,John F Kennedy Intl,-73.778925,40.639751000000004,Arturo Merino Benitez Intl,-70.785803,-33.392975,American Airlines
985,John F Kennedy Intl,-73.778925,40.639751000000004,Seattle Tacoma Intl,-122.309306,47.449,American Airlines
986,John F Kennedy Intl,-73.778925,40.639751000000004,San Francisco Intl,-122.374889,37.618972,American Airlines
987,John F Kennedy Intl,-73.778925,40.639751000000004,Juan Santamaria Intl,-84.20880600000001,9.993861,American Airlines
988,John F Kennedy Intl,-73.778925,40.639751000000004,Luis Munoz Marin Intl,-66.00183299999999,18.439417000000002,American Airlines
989,John F Kennedy Intl,-73.778925,40.639751000000004,Cyril E King,-64.973361,18.337305999999998,American Airlines
990,John F Kennedy Intl,-73.778925,40.639751000000004,Princess Juliana Intl,-63.1089,18.040953,American Airlines
991,John F Kennedy Intl,-73.778925,40.639751000000004,Tampa Intl,-82.53325,27.975471999999996,American Airlines
992,John F Kennedy Intl,-73.778925,40.639751000000004,Tegel,13.287710999999998,52.559686,American Airlines
993,John F Kennedy Intl,-73.778925,40.639751000000004,Pierre Elliott Trudeau Intl,-73.740833,45.470556,American Airlines
994,John F Kennedy Intl,-73.778925,40.639751000000004,Calgary Intl,-114.020278,51.113888,American Airlines
995,John F Kennedy Intl,-73.778925,40.639751000000004,Lester B Pearson Intl,-79.630556,43.677223,American Airlines
996,John F Kennedy Intl,-73.778925,40.639751000000004,Zurich,8.549167,47.464721999999995,American Airlines
997,Joplin Rgnl,-94.498269,37.151814,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
998,Johannesburg Intl,28.246,-26.139166,Heathrow,-0.46138900000000005,51.4775,American Airlines
999,Juneau Intl,-134.576278,58.354972,Ketchikan Intl,-131.71375,55.35555600000001,American Airlines
1000,Juliaca,-70.158169,-15.467103,Rodriguez Ballon,-71.583083,-16.341072,American Airlines
1001,Kaohsiung Intl,120.35000600000001,22.577094,Narita Intl,140.38638899999998,35.764722,American Airlines
1002,Norman Manley Intl,-76.7875,17.935667000000002,Miami Intl,-80.29055600000001,25.79325,American Airlines
1003,Kansai,135.244167,34.4347222,Honolulu Intl,-157.922428,21.318680999999998,American Airlines
1004,Kona Intl At Keahole,-156.04563100000001,19.738767000000003,Los Angeles Intl,-118.408075,33.942536,American Airlines
1005,Kona Intl At Keahole,-156.04563100000001,19.738767000000003,Metropolitan Oakland Intl,-122.220722,37.721278000000005,American Airlines
1006,Kona Intl At Keahole,-156.04563100000001,19.738767000000003,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
1007,Kona Intl At Keahole,-156.04563100000001,19.738767000000003,Norman Y Mineta San Jose Intl,-121.929022,37.3626,American Airlines
1008,Ketchikan Intl,-131.71375,55.35555600000001,Juneau Intl,-134.576278,58.354972,American Airlines
1009,Ketchikan Intl,-131.71375,55.35555600000001,Seattle Tacoma Intl,-122.309306,47.449,American Airlines
1010,Kuala Lumpur Intl,101.709917,2.745578,Suvarnabhumi Intl,100.747283,13.681107999999998,American Airlines
1011,Kuala Lumpur Intl,101.709917,2.745578,Charles De Gaulle,2.55,49.012778999999995,American Airlines
1012,Kuala Lumpur Intl,101.709917,2.745578,Frankfurt Main,8.543125,50.026421,American Airlines
1013,Kuala Lumpur Intl,101.709917,2.745578,Langkawi Intl,99.728667,6.329728,American Airlines
1014,Kuala Lumpur Intl,101.709917,2.745578,Heathrow,-0.46138900000000005,51.4775,American Airlines
1015,Kuala Lumpur Intl,101.709917,2.745578,Narita Intl,140.38638899999998,35.764722,American Airlines
1016,Kuala Lumpur Intl,101.709917,2.745578,Penang Intl,100.276864,5.297139,American Airlines
1017,Kuala Lumpur Intl,101.709917,2.745578,Changi Intl,103.994433,1.3501889999999999,American Airlines
1018,Kuwait Intl,47.968928000000005,29.226567,Heathrow,-0.46138900000000005,51.4775,American Airlines
1019,Mc Carran Intl,-115.15225,36.080056,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
1020,Mc Carran Intl,-115.15225,36.080056,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
1021,Mc Carran Intl,-115.15225,36.080056,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
1022,Mc Carran Intl,-115.15225,36.080056,John F Kennedy Intl,-73.778925,40.639751000000004,American Airlines
1023,Mc Carran Intl,-115.15225,36.080056,Los Angeles Intl,-118.408075,33.942536,American Airlines
1024,Mc Carran Intl,-115.15225,36.080056,Gatwick,-0.190278,51.148056,American Airlines
1025,Mc Carran Intl,-115.15225,36.080056,Heathrow,-0.46138900000000005,51.4775,American Airlines
1026,Mc Carran Intl,-115.15225,36.080056,Miami Intl,-80.29055600000001,25.79325,American Airlines
1027,Mc Carran Intl,-115.15225,36.080056,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
1028,Mc Carran Intl,-115.15225,36.080056,Philadelphia Intl,-75.241139,39.871944,American Airlines
1029,Mc Carran Intl,-115.15225,36.080056,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
1030,Mc Carran Intl,-115.15225,36.080056,Edmonton Intl,-113.579722,53.309723,American Airlines
1031,Mc Carran Intl,-115.15225,36.080056,Vancouver Intl,-123.184444,49.193889,American Airlines
1032,Mc Carran Intl,-115.15225,36.080056,Calgary Intl,-114.020278,51.113888,American Airlines
1033,Mc Carran Intl,-115.15225,36.080056,Lester B Pearson Intl,-79.630556,43.677223,American Airlines
1034,Lawton-Fort Sill Regional Airport,-98.41663670000001,34.5677144,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
1035,Los Angeles Intl,-118.408075,33.942536,Albuquerque International Sunport,-106.6091944,35.0402222,American Airlines
1036,Los Angeles Intl,-118.408075,33.942536,Ted Stevens Anchorage Intl,-149.996361,61.174361,American Airlines
1037,Los Angeles Intl,-118.408075,33.942536,Austin Bergstrom Intl,-97.669889,30.194528000000002,American Airlines
1038,Los Angeles Intl,-118.408075,33.942536,Bradley Intl,-72.683222,41.938889,American Airlines
1039,Los Angeles Intl,-118.408075,33.942536,Nashville Intl,-86.67819399999999,36.124472,American Airlines
1040,Los Angeles Intl,-118.408075,33.942536,Brisbane Intl,153.1175,-27.384166999999998,American Airlines
1041,Los Angeles Intl,-118.408075,33.942536,General Edward Lawrence Logan Intl,-71.00518100000001,42.364346999999995,American Airlines
1042,Los Angeles Intl,-118.408075,33.942536,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
1043,Los Angeles Intl,-118.408075,33.942536,Port Columbus Intl,-82.891889,39.997972,American Airlines
1044,Los Angeles Intl,-118.408075,33.942536,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
1045,Los Angeles Intl,-118.408075,33.942536,Denver Intl,-104.67317800000001,39.861655999999996,American Airlines
1046,Los Angeles Intl,-118.408075,33.942536,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
1047,Los Angeles Intl,-118.408075,33.942536,Dusseldorf,6.766775,51.289453,American Airlines
1048,Los Angeles Intl,-118.408075,33.942536,El Paso Intl,-106.377583,31.80725,American Airlines
1049,Los Angeles Intl,-118.408075,33.942536,Mahlon Sweet Fld,-123.211972,44.124583,American Airlines
1050,Los Angeles Intl,-118.408075,33.942536,Fresno Yosemite Intl,-119.71813999999999,36.776194,American Airlines
1051,Los Angeles Intl,-118.408075,33.942536,Don Miguel Hidalgo Y Costilla Intl,-103.311167,20.5218,American Airlines
1052,Los Angeles Intl,-118.408075,33.942536,Guarulhos Gov Andre Franco Montouro,-46.469511,-23.432075,American Airlines
1053,Los Angeles Intl,-118.408075,33.942536,Hong Kong Intl,113.914603,22.308919,American Airlines
1054,Los Angeles Intl,-118.408075,33.942536,Honolulu Intl,-157.922428,21.318680999999998,American Airlines
1055,Los Angeles Intl,-118.408075,33.942536,Washington Dulles Intl,-77.455811,38.944533,American Airlines
1056,Los Angeles Intl,-118.408075,33.942536,George Bush Intercontinental,-95.341442,29.984433000000003,American Airlines
1057,Los Angeles Intl,-118.408075,33.942536,Indianapolis Intl,-86.294383,39.717331,American Airlines
1058,Los Angeles Intl,-118.408075,33.942536,John F Kennedy Intl,-73.778925,40.639751000000004,American Airlines
1059,Los Angeles Intl,-118.408075,33.942536,Kona Intl At Keahole,-156.04563100000001,19.738767000000003,American Airlines
1060,Los Angeles Intl,-118.408075,33.942536,Mc Carran Intl,-115.15225,36.080056,American Airlines
1061,Los Angeles Intl,-118.408075,33.942536,Heathrow,-0.46138900000000005,51.4775,American Airlines
1062,Los Angeles Intl,-118.408075,33.942536,Lihue,-159.33895800000002,21.975983,American Airlines
1063,Los Angeles Intl,-118.408075,33.942536,Jorge Chavez Intl,-77.114319,-12.021889,American Airlines
1064,Los Angeles Intl,-118.408075,33.942536,Barajas,-3.566764,40.493556,American Airlines
1065,Los Angeles Intl,-118.408075,33.942536,Orlando Intl,-81.308994,28.429394,American Airlines
1066,Los Angeles Intl,-118.408075,33.942536,Melbourne Intl,144.843333,-37.673333,American Airlines
1067,Los Angeles Intl,-118.408075,33.942536,Licenciado Benito Juarez Intl,-99.072097,19.436303,American Airlines
1068,Los Angeles Intl,-118.408075,33.942536,Rogue Valley Intl Medford,-122.8735,42.374228,American Airlines
1069,Los Angeles Intl,-118.408075,33.942536,Miami Intl,-80.29055600000001,25.79325,American Airlines
1070,Los Angeles Intl,-118.408075,33.942536,Mammoth Yosemite Airport,-118.837772,37.624049,American Airlines
1071,Los Angeles Intl,-118.408075,33.942536,Monterey Peninsula,-121.84294399999999,36.586999999999996,American Airlines
1072,Los Angeles Intl,-118.408075,33.942536,Nadi Intl,177.443378,-17.755392,American Airlines
1073,Los Angeles Intl,-118.408075,33.942536,Narita Intl,140.38638899999998,35.764722,American Airlines
1074,Los Angeles Intl,-118.408075,33.942536,Kahului,-156.43045800000002,20.89865,American Airlines
1075,Los Angeles Intl,-118.408075,33.942536,Will Rogers World,-97.60073299999999,35.393089,American Airlines
1076,Los Angeles Intl,-118.408075,33.942536,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
1077,Los Angeles Intl,-118.408075,33.942536,Palm Beach Intl,-80.095589,26.683161,American Airlines
1078,Los Angeles Intl,-118.408075,33.942536,Portland Intl,-122.5975,45.588722,American Airlines
1079,Los Angeles Intl,-118.408075,33.942536,Philadelphia Intl,-75.241139,39.871944,American Airlines
1080,Los Angeles Intl,-118.408075,33.942536,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
1081,Los Angeles Intl,-118.408075,33.942536,Pittsburgh Intl,-80.232872,40.491467,American Airlines
1082,Los Angeles Intl,-118.408075,33.942536,Faa\\'a International,-149.611389,-17.556667,American Airlines
1083,Los Angeles Intl,-118.408075,33.942536,Pudong,121.80521399999999,31.143378000000002,American Airlines
1084,Los Angeles Intl,-118.408075,33.942536,Roberts Fld,-121.14996399999998,44.254065999999995,American Airlines
1085,Los Angeles Intl,-118.408075,33.942536,Raleigh Durham Intl,-78.787472,35.877639,American Airlines
1086,Los Angeles Intl,-118.408075,33.942536,Reno Tahoe Intl,-119.76810800000001,39.499108,American Airlines
1087,Los Angeles Intl,-118.408075,33.942536,Santa Fe Muni,-106.089422,35.617108,American Airlines
1088,Los Angeles Intl,-118.408075,33.942536,San Diego Intl,-117.18966699999999,32.733556,American Airlines
1089,Los Angeles Intl,-118.408075,33.942536,Seattle Tacoma Intl,-122.309306,47.449,American Airlines
1090,Los Angeles Intl,-118.408075,33.942536,San Francisco Intl,-122.374889,37.618972,American Airlines
1091,Los Angeles Intl,-118.408075,33.942536,Norman Y Mineta San Jose Intl,-121.929022,37.3626,American Airlines
1092,Los Angeles Intl,-118.408075,33.942536,Los Cabos Intl,-109.72104399999999,23.15185,American Airlines
1093,Los Angeles Intl,-118.408075,33.942536,Salt Lake City Intl,-111.977772,40.788389,American Airlines
1094,Los Angeles Intl,-118.408075,33.942536,Sacramento Intl,-121.590778,38.695417,American Airlines
1095,Los Angeles Intl,-118.408075,33.942536,Lambert St Louis Intl,-90.370028,38.748697,American Airlines
1096,Los Angeles Intl,-118.408075,33.942536,Charles M Schulz Sonoma Co,-122.81288,38.508978000000006,American Airlines
1097,Los Angeles Intl,-118.408075,33.942536,Sydney Intl,151.177222,-33.946111,American Airlines
1098,Los Angeles Intl,-118.408075,33.942536,Tucson Intl,-110.941028,32.116083,American Airlines
1099,Los Angeles Intl,-118.408075,33.942536,NW Arkansas Regional,-94.30681109999999,36.2818694,American Airlines
1100,Los Angeles Intl,-118.408075,33.942536,Edmonton Intl,-113.579722,53.309723,American Airlines
1101,Los Angeles Intl,-118.408075,33.942536,Vancouver Intl,-123.184444,49.193889,American Airlines
1102,Los Angeles Intl,-118.408075,33.942536,Calgary Intl,-114.020278,51.113888,American Airlines
1103,Los Angeles Intl,-118.408075,33.942536,Lester B Pearson Intl,-79.630556,43.677223,American Airlines
1104,Leeds Bradford,-1.660569,53.865897,Heathrow,-0.46138900000000005,51.4775,American Airlines
1105,Lubbock Preston Smith Intl,-101.822778,33.663639,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
1106,Larnaca,33.62485,34.875116999999996,Heathrow,-0.46138900000000005,51.4775,American Airlines
1107,Lake Charles Rgnl,-93.22333499999999,30.126112,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
1108,Blue Grass,-84.605889,38.0365,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
1109,Blue Grass,-84.605889,38.0365,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
1110,Blue Grass,-84.605889,38.0365,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
1111,Lafayette Rgnl,-91.987611,30.205278000000003,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
1112,La Guardia,-73.872608,40.777245,Nashville Intl,-86.67819399999999,36.124472,American Airlines
1113,La Guardia,-73.872608,40.777245,General Edward Lawrence Logan Intl,-71.00518100000001,42.364346999999995,American Airlines
1114,La Guardia,-73.872608,40.777245,Charlottesville-Albemarle,-78.452861,38.138639000000005,American Airlines
1115,La Guardia,-73.872608,40.777245,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
1116,La Guardia,-73.872608,40.777245,Port Columbus Intl,-82.891889,39.997972,American Airlines
1117,La Guardia,-73.872608,40.777245,James M Cox Dayton Intl,-84.219375,39.902375,American Airlines
1118,La Guardia,-73.872608,40.777245,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
1119,La Guardia,-73.872608,40.777245,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
1120,La Guardia,-73.872608,40.777245,Detroit Metro Wayne Co,-83.353389,42.212444,American Airlines
1121,La Guardia,-73.872608,40.777245,Piedmont Triad,-79.937306,36.09775,American Airlines
1122,La Guardia,-73.872608,40.777245,Wilmington Intl,-77.902569,34.270615,American Airlines
1123,La Guardia,-73.872608,40.777245,Adams Fld,-92.224306,34.729444,American Airlines
1124,La Guardia,-73.872608,40.777245,Miami Intl,-80.29055600000001,25.79325,American Airlines
1125,La Guardia,-73.872608,40.777245,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
1126,La Guardia,-73.872608,40.777245,Norfolk Intl,-76.201222,36.894611,American Airlines
1127,La Guardia,-73.872608,40.777245,Palm Beach Intl,-80.095589,26.683161,American Airlines
1128,La Guardia,-73.872608,40.777245,Philadelphia Intl,-75.241139,39.871944,American Airlines
1129,La Guardia,-73.872608,40.777245,Pittsburgh Intl,-80.232872,40.491467,American Airlines
1130,La Guardia,-73.872608,40.777245,Raleigh Durham Intl,-78.787472,35.877639,American Airlines
1131,La Guardia,-73.872608,40.777245,Richmond Intl,-77.31966700000001,37.505167,American Airlines
1132,La Guardia,-73.872608,40.777245,Roanoke Regional,-79.97541700000001,37.325472,American Airlines
1133,La Guardia,-73.872608,40.777245,Louisville International Airport,-85.7364989,38.17408579999999,American Airlines
1134,La Guardia,-73.872608,40.777245,Lambert St Louis Intl,-90.370028,38.748697,American Airlines
1135,La Guardia,-73.872608,40.777245,Mc Ghee Tyson,-83.994028,35.810972,American Airlines
1136,La Guardia,-73.872608,40.777245,NW Arkansas Regional,-94.30681109999999,36.2818694,American Airlines
1137,La Guardia,-73.872608,40.777245,Pierre Elliott Trudeau Intl,-73.740833,45.470556,American Airlines
1138,La Guardia,-73.872608,40.777245,Lester B Pearson Intl,-79.630556,43.677223,American Airlines
1139,Long Beach,-118.15161100000002,33.817721999999996,Portland Intl,-122.5975,45.588722,American Airlines
1140,Long Beach,-118.15161100000002,33.817721999999996,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
1141,Long Beach,-118.15161100000002,33.817721999999996,Seattle Tacoma Intl,-122.309306,47.449,American Airlines
1142,Langkawi Intl,99.728667,6.329728,Kuala Lumpur Intl,101.709917,2.745578,American Airlines
1143,Gatwick,-0.190278,51.148056,Mc Carran Intl,-115.15225,36.080056,American Airlines
1144,Gatwick,-0.190278,51.148056,Orlando Intl,-81.308994,28.429394,American Airlines
1145,Gatwick,-0.190278,51.148056,Tampa Intl,-82.53325,27.975471999999996,American Airlines
1146,Allama Iqbal Intl,74.403594,31.521564,Abu Dhabi Intl,54.651138,24.432972,American Airlines
1147,Heathrow,-0.46138900000000005,51.4775,Dyce,-2.197778,57.201944,American Airlines
1148,Heathrow,-0.46138900000000005,51.4775,Kotoka Intl,-0.166786,5.605186,American Airlines
1149,Heathrow,-0.46138900000000005,51.4775,Malaga,-4.499105999999999,36.6749,American Airlines
1150,Heathrow,-0.46138900000000005,51.4775,Schiphol,4.763889,52.308613,American Airlines
1151,Heathrow,-0.46138900000000005,51.4775,Arlanda,17.918611,59.65194399999999,American Airlines
1152,Heathrow,-0.46138900000000005,51.4775,Eleftherios Venizelos Intl,23.944467000000003,37.936358,American Airlines
1153,Heathrow,-0.46138900000000005,51.4775,Hartsfield Jackson Atlanta Intl,-84.428067,33.636719,American Airlines
1154,Heathrow,-0.46138900000000005,51.4775,Abu Dhabi Intl,54.651138,24.432972,American Airlines
1155,Heathrow,-0.46138900000000005,51.4775,Austin Bergstrom Intl,-97.669889,30.194528000000002,American Airlines
1156,Heathrow,-0.46138900000000005,51.4775,Bahrain Intl,50.63361,26.270834000000004,American Airlines
1157,Heathrow,-0.46138900000000005,51.4775,Barcelona,2.078464,41.297078000000006,American Airlines
1158,Heathrow,-0.46138900000000005,51.4775,Flesland,5.218141999999999,60.293386,American Airlines
1159,Heathrow,-0.46138900000000005,51.4775,Belfast City,-5.8725,54.618056,American Airlines
1160,Heathrow,-0.46138900000000005,51.4775,Bologna,11.288667,44.535444,American Airlines
