,airport1,start_lat,start_lon,airport2,end_lat,end_lon,airline
15749,Raleigh Durham Intl,-78.787472,35.877639,La Guardia,-73.872608,40.777245,US Airways
15750,Raleigh Durham Intl,-78.787472,35.877639,Heathrow,-0.46138900000000005,51.4775,US Airways
15751,Raleigh Durham Intl,-78.787472,35.877639,Miami Intl,-80.29055600000001,25.79325,US Airways
15752,Raleigh Durham Intl,-78.787472,35.877639,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15753,Raleigh Durham Intl,-78.787472,35.877639,Philadelphia Intl,-75.241139,39.871944,US Airways
15754,Raleigh Durham Intl,-78.787472,35.877639,Pittsburgh Intl,-80.232872,40.491467,US Airways
15755,Guararapes Gilberto Freyre Intl,-34.923039,-8.126794,Miami Intl,-80.29055600000001,25.79325,US Airways
15756,Richmond Intl,-77.31966700000001,37.505167,General Edward Lawrence Logan Intl,-71.00518100000001,42.364346999999995,US Airways
15757,Richmond Intl,-77.31966700000001,37.505167,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15758,Richmond Intl,-77.31966700000001,37.505167,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15759,Richmond Intl,-77.31966700000001,37.505167,La Guardia,-73.872608,40.777245,US Airways
15760,Richmond Intl,-77.31966700000001,37.505167,Miami Intl,-80.29055600000001,25.79325,US Airways
15761,Richmond Intl,-77.31966700000001,37.505167,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15762,Richmond Intl,-77.31966700000001,37.505167,Philadelphia Intl,-75.241139,39.871944,US Airways
15763,Reno Tahoe Intl,-119.76810800000001,39.499108,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15764,Reno Tahoe Intl,-119.76810800000001,39.499108,Los Angeles Intl,-118.408075,33.942536,US Airways
15765,Reno Tahoe Intl,-119.76810800000001,39.499108,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15766,Reno Tahoe Intl,-119.76810800000001,39.499108,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15767,Roanoke Regional,-79.97541700000001,37.325472,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15768,Roanoke Regional,-79.97541700000001,37.325472,La Guardia,-73.872608,40.777245,US Airways
15769,Roanoke Regional,-79.97541700000001,37.325472,Philadelphia Intl,-75.241139,39.871944,US Airways
15770,Greater Rochester Intl,-77.672389,43.118866,General Edward Lawrence Logan Intl,-71.00518100000001,42.364346999999995,US Airways
15771,Greater Rochester Intl,-77.672389,43.118866,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15772,Greater Rochester Intl,-77.672389,43.118866,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15773,Greater Rochester Intl,-77.672389,43.118866,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15774,Greater Rochester Intl,-77.672389,43.118866,Philadelphia Intl,-75.241139,39.871944,US Airways
15775,Roswell Intl Air Center,-104.530556,33.301556,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15776,Rochester,-92.50001400000001,43.908283000000004,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15777,Southwest Florida Intl,-81.755167,26.536167,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15778,Southwest Florida Intl,-81.755167,26.536167,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15779,Southwest Florida Intl,-81.755167,26.536167,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15780,Southwest Florida Intl,-81.755167,26.536167,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15781,Southwest Florida Intl,-81.755167,26.536167,Philadelphia Intl,-75.241139,39.871944,US Airways
15782,Juan Manuel Galvez Intl,-86.522961,16.316814,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15783,Juan Manuel Galvez Intl,-86.522961,16.316814,Miami Intl,-80.29055600000001,25.79325,US Airways
15784,Santa Fe Muni,-106.089422,35.617108,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15785,Santa Fe Muni,-106.089422,35.617108,Los Angeles Intl,-118.408075,33.942536,US Airways
15786,El Salvador Intl,-89.055728,13.440947,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15787,El Salvador Intl,-89.055728,13.440947,Washington Dulles Intl,-77.455811,38.944533,US Airways
15788,El Salvador Intl,-89.055728,13.440947,George Bush Intercontinental,-95.341442,29.984433000000003,US Airways
15789,El Salvador Intl,-89.055728,13.440947,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15790,El Salvador Intl,-89.055728,13.440947,Los Angeles Intl,-118.408075,33.942536,US Airways
15791,El Salvador Intl,-89.055728,13.440947,Orlando Intl,-81.308994,28.429394,US Airways
15792,El Salvador Intl,-89.055728,13.440947,Miami Intl,-80.29055600000001,25.79325,US Airways
15793,El Salvador Intl,-89.055728,13.440947,San Francisco Intl,-122.374889,37.618972,US Airways
15794,San Diego Intl,-117.18966699999999,32.733556,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15795,San Diego Intl,-117.18966699999999,32.733556,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15796,San Diego Intl,-117.18966699999999,32.733556,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15797,San Diego Intl,-117.18966699999999,32.733556,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15798,San Diego Intl,-117.18966699999999,32.733556,Los Angeles Intl,-118.408075,33.942536,US Airways
15799,San Diego Intl,-117.18966699999999,32.733556,Miami Intl,-80.29055600000001,25.79325,US Airways
15800,San Diego Intl,-117.18966699999999,32.733556,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15801,San Diego Intl,-117.18966699999999,32.733556,Philadelphia Intl,-75.241139,39.871944,US Airways
15802,San Diego Intl,-117.18966699999999,32.733556,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15803,La Mesa Intl,-87.923556,15.452639000000001,Miami Intl,-80.29055600000001,25.79325,US Airways
15804,San Antonio Intl,-98.469778,29.533694,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15805,San Antonio Intl,-98.469778,29.533694,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15806,San Antonio Intl,-98.469778,29.533694,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15807,San Antonio Intl,-98.469778,29.533694,Philadelphia Intl,-75.241139,39.871944,US Airways
15808,San Antonio Intl,-98.469778,29.533694,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15809,Savannah Hilton Head Intl,-81.202139,32.127583,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15810,Savannah Hilton Head Intl,-81.202139,32.127583,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15811,Savannah Hilton Head Intl,-81.202139,32.127583,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15812,Savannah Hilton Head Intl,-81.202139,32.127583,Philadelphia Intl,-75.241139,39.871944,US Airways
15813,Santa Barbara Muni,-119.840372,34.426211,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15814,San Luis County Regional Airport,-120.64200000000001,35.2368,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15815,Salisbury Ocean City Wicomico Rgnl,-75.510289,38.340525,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15816,Salisbury Ocean City Wicomico Rgnl,-75.510289,38.340525,Philadelphia Intl,-75.241139,39.871944,US Airways
15817,University Park Airport,-77.848694,40.849278000000005,Philadelphia Intl,-75.241139,39.871944,US Airways
15818,Arturo Merino Benitez Intl,-70.785803,-33.392975,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15819,Arturo Merino Benitez Intl,-70.785803,-33.392975,Miami Intl,-80.29055600000001,25.79325,US Airways
15820,Louisville International Airport,-85.7364989,38.17408579999999,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15821,Louisville International Airport,-85.7364989,38.17408579999999,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15822,Louisville International Airport,-85.7364989,38.17408579999999,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15823,Louisville International Airport,-85.7364989,38.17408579999999,La Guardia,-73.872608,40.777245,US Airways
15824,Louisville International Airport,-85.7364989,38.17408579999999,Miami Intl,-80.29055600000001,25.79325,US Airways
15825,Louisville International Airport,-85.7364989,38.17408579999999,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15826,Louisville International Airport,-85.7364989,38.17408579999999,Philadelphia Intl,-75.241139,39.871944,US Airways
15827,Las Americas Intl,-69.668925,18.429664000000002,Miami Intl,-80.29055600000001,25.79325,US Airways
15828,Las Americas Intl,-69.668925,18.429664000000002,Philadelphia Intl,-75.241139,39.871944,US Airways
15829,Seattle Tacoma Intl,-122.309306,47.449,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15830,Seattle Tacoma Intl,-122.309306,47.449,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15831,Seattle Tacoma Intl,-122.309306,47.449,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15832,Seattle Tacoma Intl,-122.309306,47.449,Miami Intl,-80.29055600000001,25.79325,US Airways
15833,Seattle Tacoma Intl,-122.309306,47.449,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15834,Seattle Tacoma Intl,-122.309306,47.449,Philadelphia Intl,-75.241139,39.871944,US Airways
15835,Seattle Tacoma Intl,-122.309306,47.449,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15836,Seattle Tacoma Intl,-122.309306,47.449,Taoyuan Intl,121.232822,25.077731,US Airways
15837,San Francisco Intl,-122.374889,37.618972,Auckland Intl,174.791667,-37.008055999999996,US Airways
15838,San Francisco Intl,-122.374889,37.618972,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15839,San Francisco Intl,-122.374889,37.618972,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15840,San Francisco Intl,-122.374889,37.618972,Hong Kong Intl,113.914603,22.308919,US Airways
15841,San Francisco Intl,-122.374889,37.618972,Incheon Intl,126.45051699999999,37.469075,US Airways
15842,San Francisco Intl,-122.374889,37.618972,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15843,San Francisco Intl,-122.374889,37.618972,Los Angeles Intl,-118.408075,33.942536,US Airways
15844,San Francisco Intl,-122.374889,37.618972,Miami Intl,-80.29055600000001,25.79325,US Airways
15845,San Francisco Intl,-122.374889,37.618972,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15846,San Francisco Intl,-122.374889,37.618972,Capital Intl,116.584556,40.080110999999995,US Airways
15847,San Francisco Intl,-122.374889,37.618972,Philadelphia Intl,-75.241139,39.871944,US Airways
15848,San Francisco Intl,-122.374889,37.618972,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15849,San Francisco Intl,-122.374889,37.618972,El Salvador Intl,-89.055728,13.440947,US Airways
15850,San Francisco Intl,-122.374889,37.618972,Taoyuan Intl,121.232822,25.077731,US Airways
15851,Springfield Branson Natl,-93.388639,37.245667,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15852,Springfield Branson Natl,-93.388639,37.245667,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15853,Shreveport Rgnl,-93.8256,32.446628999999994,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15854,Changi Intl,103.994433,1.3501889999999999,Schiphol,4.763889,52.308613,US Airways
15855,Changi Intl,103.994433,1.3501889999999999,Frankfurt Main,8.543125,50.026421,US Airways
15856,Changi Intl,103.994433,1.3501889999999999,Hong Kong Intl,113.914603,22.308919,US Airways
15857,Changi Intl,103.994433,1.3501889999999999,Incheon Intl,126.45051699999999,37.469075,US Airways
15858,Changi Intl,103.994433,1.3501889999999999,Franz Josef Strauss,11.786086,48.353783,US Airways
15859,Changi Intl,103.994433,1.3501889999999999,Narita Intl,140.38638899999998,35.764722,US Airways
15860,Changi Intl,103.994433,1.3501889999999999,Zurich,8.549167,47.464721999999995,US Airways
15861,Norman Y Mineta San Jose Intl,-121.929022,37.3626,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15862,Norman Y Mineta San Jose Intl,-121.929022,37.3626,Los Angeles Intl,-118.408075,33.942536,US Airways
15863,Norman Y Mineta San Jose Intl,-121.929022,37.3626,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15864,Norman Y Mineta San Jose Intl,-121.929022,37.3626,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15865,Los Cabos Intl,-109.72104399999999,23.15185,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15866,Los Cabos Intl,-109.72104399999999,23.15185,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15867,Los Cabos Intl,-109.72104399999999,23.15185,Los Angeles Intl,-118.408075,33.942536,US Airways
15868,Los Cabos Intl,-109.72104399999999,23.15185,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15869,Los Cabos Intl,-109.72104399999999,23.15185,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15870,Juan Santamaria Intl,-84.20880600000001,9.993861,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15871,Juan Santamaria Intl,-84.20880600000001,9.993861,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15872,Juan Santamaria Intl,-84.20880600000001,9.993861,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15873,Juan Santamaria Intl,-84.20880600000001,9.993861,Miami Intl,-80.29055600000001,25.79325,US Airways
15874,San Angelo Rgnl Mathis Fld,-100.496306,31.35775,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15875,Luis Munoz Marin Intl,-66.00183299999999,18.439417000000002,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15876,Luis Munoz Marin Intl,-66.00183299999999,18.439417000000002,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15877,Luis Munoz Marin Intl,-66.00183299999999,18.439417000000002,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15878,Luis Munoz Marin Intl,-66.00183299999999,18.439417000000002,Miami Intl,-80.29055600000001,25.79325,US Airways
15879,Luis Munoz Marin Intl,-66.00183299999999,18.439417000000002,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15880,Luis Munoz Marin Intl,-66.00183299999999,18.439417000000002,Philadelphia Intl,-75.241139,39.871944,US Airways
15881,Robert L Bradshaw,-62.718667,17.311194,Miami Intl,-80.29055600000001,25.79325,US Airways
15882,Makedonia,22.97095,40.519725,Eleftherios Venizelos Intl,23.944467000000003,37.936358,US Airways
15883,Makedonia,22.97095,40.519725,Franz Josef Strauss,11.786086,48.353783,US Airways
15884,Salt Lake City Intl,-111.977772,40.788389,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15885,Salt Lake City Intl,-111.977772,40.788389,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15886,Salt Lake City Intl,-111.977772,40.788389,Los Angeles Intl,-118.408075,33.942536,US Airways
15887,Salt Lake City Intl,-111.977772,40.788389,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15888,Salt Lake City Intl,-111.977772,40.788389,Philadelphia Intl,-75.241139,39.871944,US Airways
15889,Salt Lake City Intl,-111.977772,40.788389,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15890,Ponciano Arriaga Intl,-100.930806,22.254303,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15891,Sacramento Intl,-121.590778,38.695417,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15892,Sacramento Intl,-121.590778,38.695417,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15893,Sacramento Intl,-121.590778,38.695417,Los Angeles Intl,-118.408075,33.942536,US Airways
15894,Sacramento Intl,-121.590778,38.695417,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15895,John Wayne Arpt Orange Co,-117.868222,33.675667,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15896,John Wayne Arpt Orange Co,-117.868222,33.675667,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15897,John Wayne Arpt Orange Co,-117.868222,33.675667,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15898,Sheppard Afb Wichita Falls Muni,-98.49189399999999,33.988797,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15899,Sarasota Bradenton Intl,-82.554389,27.395444,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15900,Sarasota Bradenton Intl,-82.554389,27.395444,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15901,Deputado Luis Eduardo Magalhaes,-38.331044,-12.910994,Miami Intl,-80.29055600000001,25.79325,US Airways
15902,Cibao Intl,-70.60468900000001,19.406092,Miami Intl,-80.29055600000001,25.79325,US Airways
15903,Lambert St Louis Intl,-90.370028,38.748697,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15904,Lambert St Louis Intl,-90.370028,38.748697,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15905,Lambert St Louis Intl,-90.370028,38.748697,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15906,Lambert St Louis Intl,-90.370028,38.748697,Los Angeles Intl,-118.408075,33.942536,US Airways
15907,Lambert St Louis Intl,-90.370028,38.748697,La Guardia,-73.872608,40.777245,US Airways
15908,Lambert St Louis Intl,-90.370028,38.748697,Miami Intl,-80.29055600000001,25.79325,US Airways
15909,Lambert St Louis Intl,-90.370028,38.748697,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15910,Lambert St Louis Intl,-90.370028,38.748697,Philadelphia Intl,-75.241139,39.871944,US Airways
15911,Lambert St Louis Intl,-90.370028,38.748697,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15912,Lambert St Louis Intl,-90.370028,38.748697,Pittsburgh Intl,-80.232872,40.491467,US Airways
15913,Cyril E King,-64.973361,18.337305999999998,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15914,Cyril E King,-64.973361,18.337305999999998,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15915,Cyril E King,-64.973361,18.337305999999998,Miami Intl,-80.29055600000001,25.79325,US Airways
15916,Cyril E King,-64.973361,18.337305999999998,Philadelphia Intl,-75.241139,39.871944,US Airways
15917,Henry E Rohlsen,-64.798556,17.701889,Miami Intl,-80.29055600000001,25.79325,US Airways
15918,Sioux Gateway Col Bud Day Fld,-96.384367,42.402603000000006,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15919,Sevilla,-5.8931059999999995,37.418,Lisboa,-9.135919,38.781310999999995,US Airways
15920,Stewart Intl,-74.104839,41.504094,Philadelphia Intl,-75.241139,39.871944,US Airways
15921,Princess Juliana Intl,-63.1089,18.040953,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15922,Princess Juliana Intl,-63.1089,18.040953,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15923,Princess Juliana Intl,-63.1089,18.040953,Miami Intl,-80.29055600000001,25.79325,US Airways
15924,Princess Juliana Intl,-63.1089,18.040953,Philadelphia Intl,-75.241139,39.871944,US Airways
15925,Sydney Intl,151.177222,-33.946111,Auckland Intl,174.791667,-37.008055999999996,US Airways
15926,Syracuse Hancock Intl,-76.106311,43.111187,General Edward Lawrence Logan Intl,-71.00518100000001,42.364346999999995,US Airways
15927,Syracuse Hancock Intl,-76.106311,43.111187,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15928,Syracuse Hancock Intl,-76.106311,43.111187,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15929,Syracuse Hancock Intl,-76.106311,43.111187,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15930,Syracuse Hancock Intl,-76.106311,43.111187,Philadelphia Intl,-75.241139,39.871944,US Airways
15931,Toncontin Intl,-87.217197,14.060882999999999,Miami Intl,-80.29055600000001,25.79325,US Airways
15932,Tallahassee Rgnl,-84.35033299999999,30.396528000000004,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15933,Tallahassee Rgnl,-84.35033299999999,30.396528000000004,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15934,Tallahassee Rgnl,-84.35033299999999,30.396528000000004,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15935,Tallahassee Rgnl,-84.35033299999999,30.396528000000004,Miami Intl,-80.29055600000001,25.79325,US Airways
15936,Ben Gurion,34.886666999999996,32.011389,Philadelphia Intl,-75.241139,39.871944,US Airways
15937,Toledo,-83.807833,41.586806,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15938,Tampa Intl,-82.53325,27.975471999999996,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15939,Tampa Intl,-82.53325,27.975471999999996,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15940,Tampa Intl,-82.53325,27.975471999999996,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15941,Tampa Intl,-82.53325,27.975471999999996,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15942,Tampa Intl,-82.53325,27.975471999999996,Miami Intl,-80.29055600000001,25.79325,US Airways
15943,Tampa Intl,-82.53325,27.975471999999996,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15944,Tampa Intl,-82.53325,27.975471999999996,Philadelphia Intl,-75.241139,39.871944,US Airways
15945,Tampa Intl,-82.53325,27.975471999999996,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15946,Taoyuan Intl,121.232822,25.077731,Los Angeles Intl,-118.408075,33.942536,US Airways
15947,Taoyuan Intl,121.232822,25.077731,Seattle Tacoma Intl,-122.309306,47.449,US Airways
15948,Taoyuan Intl,121.232822,25.077731,San Francisco Intl,-122.374889,37.618972,US Airways
15949,Torreon Intl,-103.410583,25.568278,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15950,Tri-Cities Regional Airport,-82.4074167,36.4752222,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15951,Tulsa Intl,-95.888111,36.198389,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15952,Tulsa Intl,-95.888111,36.198389,Miami Intl,-80.29055600000001,25.79325,US Airways
15953,Tulsa Intl,-95.888111,36.198389,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15954,Tucson Intl,-110.941028,32.116083,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15955,Tucson Intl,-110.941028,32.116083,Los Angeles Intl,-118.408075,33.942536,US Airways
15956,Tucson Intl,-110.941028,32.116083,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15957,Tucson Intl,-110.941028,32.116083,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15958,Cherry Capital Airport,-85.582235,44.741445,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15959,Texarkana Rgnl Webb Fld,-93.991028,33.453722,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15960,Tyler Pounds Rgnl,-95.40238599999999,32.354139,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15961,Mc Ghee Tyson,-83.994028,35.810972,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15962,Mc Ghee Tyson,-83.994028,35.810972,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15963,Mc Ghee Tyson,-83.994028,35.810972,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15964,Mc Ghee Tyson,-83.994028,35.810972,La Guardia,-73.872608,40.777245,US Airways
15965,Mc Ghee Tyson,-83.994028,35.810972,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15966,Mc Ghee Tyson,-83.994028,35.810972,Philadelphia Intl,-75.241139,39.871944,US Airways
15967,Hewanorra Intl,-60.952597,13.733194000000001,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15968,Hewanorra Intl,-60.952597,13.733194000000001,Miami Intl,-80.29055600000001,25.79325,US Airways
15969,Venezia Tessera,12.351944,45.505278000000004,Philadelphia Intl,-75.241139,39.871944,US Airways
15970,Valencia,-0.481625,39.489314,Lisboa,-9.135919,38.781310999999995,US Airways
15971,Eglin Afb,-86.5254,30.48325,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15972,Eglin Afb,-86.5254,30.48325,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15973,Eglin Afb,-86.5254,30.48325,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15974,Viru Viru Intl,-63.135364,-17.644756,Miami Intl,-80.29055600000001,25.79325,US Airways
15975,NW Arkansas Regional,-94.30681109999999,36.2818694,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15976,NW Arkansas Regional,-94.30681109999999,36.2818694,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15977,NW Arkansas Regional,-94.30681109999999,36.2818694,Los Angeles Intl,-118.408075,33.942536,US Airways
15978,NW Arkansas Regional,-94.30681109999999,36.2818694,La Guardia,-73.872608,40.777245,US Airways
15979,NW Arkansas Regional,-94.30681109999999,36.2818694,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15980,Edmonton Intl,-113.579722,53.309723,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15981,Halifax Intl,-63.50861,44.880833,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15982,Halifax Intl,-63.50861,44.880833,Philadelphia Intl,-75.241139,39.871944,US Airways
15983,Waterloo,-80.37861099999999,43.460833,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15984,Ottawa Macdonald Cartier Intl,-75.669167,45.3225,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15985,Ottawa Macdonald Cartier Intl,-75.669167,45.3225,Philadelphia Intl,-75.241139,39.871944,US Airways
15986,Quebec Jean Lesage Intl,-71.393333,46.791111,Philadelphia Intl,-75.241139,39.871944,US Airways
15987,Pierre Elliott Trudeau Intl,-73.740833,45.470556,Queen Alia Intl,35.993214,31.722556,US Airways
15988,Pierre Elliott Trudeau Intl,-73.740833,45.470556,Charlotte Douglas Intl,-80.943139,35.214,US Airways
15989,Pierre Elliott Trudeau Intl,-73.740833,45.470556,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
15990,Pierre Elliott Trudeau Intl,-73.740833,45.470556,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15991,Pierre Elliott Trudeau Intl,-73.740833,45.470556,Detroit Metro Wayne Co,-83.353389,42.212444,US Airways
15992,Pierre Elliott Trudeau Intl,-73.740833,45.470556,John F Kennedy Intl,-73.778925,40.639751000000004,US Airways
15993,Pierre Elliott Trudeau Intl,-73.740833,45.470556,La Guardia,-73.872608,40.777245,US Airways
15994,Pierre Elliott Trudeau Intl,-73.740833,45.470556,Miami Intl,-80.29055600000001,25.79325,US Airways
15995,Pierre Elliott Trudeau Intl,-73.740833,45.470556,Chicago Ohare Intl,-87.904842,41.978603,US Airways
15996,Pierre Elliott Trudeau Intl,-73.740833,45.470556,Philadelphia Intl,-75.241139,39.871944,US Airways
15997,Yuma Mcas Yuma Intl,-114.60598,32.656578,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
15998,Vancouver Intl,-123.184444,49.193889,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
15999,Vancouver Intl,-123.184444,49.193889,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
16000,Calgary Intl,-114.020278,51.113888,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
16001,Calgary Intl,-114.020278,51.113888,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,US Airways
16002,Lester B Pearson Intl,-79.630556,43.677223,Charlotte Douglas Intl,-80.943139,35.214,US Airways
16003,Lester B Pearson Intl,-79.630556,43.677223,Ronald Reagan Washington Natl,-77.037722,38.852083,US Airways
16004,Lester B Pearson Intl,-79.630556,43.677223,Dallas Fort Worth Intl,-97.037997,32.896828,US Airways
